Transaction_ID,Transaction_Date,Date_Key,Merchant_ID,Customer_ID,Product_ID,City_ID,Payment_ID,Payment_Method,UPI_Type,Quantity,Gross_Sales_Amount,Discount,Transaction_Amount,Cost_of_Goods,Gross_Profit,Transaction_Status
TXN000392,2026-07-23,20260723,M007,CUST0145,P009,C007,PAY001,UPI,P2M,1,47032.57,940.65,46091.92,33370,12721.92,Success
TXN000393,2026-04-04,20260404,M077,CUST0145,P033,C002,PAY005,Cash,,1,168.32,0.0,168.32,150,18.32,Success
TXN000394,2026-07-21,20260721,M038,CUST0327,P009,C013,PAY005,Cash,,1,47638.17,0.0,47638.17,33370,14268.17,Success
TXN000395,2026-05-19,20260519,M092,CUST0139,P012,C017,PAY001,UPI,P2M,3,6001.83,300.09,5701.74,4800,901.74,Success
TXN000396,2026-05-03,20260503,M071,CUST0066,P046,C021,PAY004,Debit Card,,3,1460.6,73.03,1387.57,870,517.57,Success
TXN000397,2026-07-07,20260707,M086,CUST0376,P026,C011,PAY001,UPI,P2M,1,1616.06,80.8,1535.26,1420,115.26,Success
TXN000398,2026-06-24,20260624,M032,CUST0339,P025,C007,PAY003,Credit Card,,3,13121.49,0.0,13121.49,8340,4781.49,Success
TXN000399,2026-05-05,20260505,M093,CUST0163,P008,C018,PAY005,Cash,,1,19713.57,2365.63,17347.94,13520,3827.94,Success
TXN000400,2026-07-13,20260713,M092,CUST0424,P014,C017,PAY004,Debit Card,,1,4302.37,86.05,4216.32,3500,716.32,Success
TXN000401,2026-06-24,20260624,M088,CUST0021,P025,C013,PAY005,Cash,,1,4609.71,0.0,4609.71,2780,1829.71,Success
TXN000402,2026-04-09,20260409,M070,CUST0137,P032,C020,PAY004,Debit Card,,1,660.72,33.04,627.68,470,157.68,Success
TXN000403,2026-07-19,20260719,M034,CUST0480,P046,C009,PAY003,Credit Card,,1,493.99,39.52,454.47,290,164.47,Success
TXN000404,2026-05-05,20260505,M069,CUST0361,P021,C019,PAY001,UPI,P2M,1,10372.62,518.63,9853.99,9100,753.99,Success
TXN000405,2026-06-21,20260621,M032,CUST0362,P025,C007,PAY004,Debit Card,,1,4617.89,0.0,4617.89,2780,1837.89,Success
TXN000406,2026-06-07,20260607,M042,CUST0057,P021,C017,PAY001,UPI,P2M,1,10771.22,215.42,10555.8,9100,1455.8,Success
TXN000407,2026-09-23,20260923,M086,CUST0489,P013,C011,PAY001,UPI,P2M,1,2873.47,143.67,2729.79,1770,959.79,Success
TXN000408,2026-05-27,20260527,M030,CUST0301,P023,C005,PAY004,Debit Card,,1,4021.4,201.07,3820.33,2660,1160.33,Success
TXN000409,2026-05-31,20260531,M052,CUST0331,P039,C002,PAY002,UPI,P2P,1,572.71,0.0,572.71,460,112.71,Success
TXN000410,2026-04-20,20260420,M001,CUST0241,P043,C001,PAY001,UPI,P2M,1,921.9,110.63,811.27,560,251.27,Success
TXN000411,2026-06-28,20260628,M033,CUST0059,P040,C008,PAY001,UPI,P2M,1,1500.19,0.0,1500.19,960,540.19,Success
TXN000412,2026-04-06,20260406,M019,CUST0025,P035,C019,PAY001,UPI,P2M,2,791.34,63.31,728.03,500,228.03,Success
TXN000413,2026-06-16,20260616,M061,CUST0404,P025,C011,PAY004,Debit Card,,1,4294.87,0.0,4294.87,2780,1514.87,Success
TXN000414,2026-08-10,20260810,M027,CUST0415,P016,C002,PAY001,UPI,P2M,1,31413.05,0.0,31413.05,26970,4443.05,Success
TXN000415,2026-08-12,20260812,M056,CUST0116,P007,C006,PAY001,UPI,P2M,3,107516.46,0.0,107516.46,88440,19076.46,Success
TXN000416,2026-08-24,20260824,M094,CUST0468,P022,C019,PAY004,Debit Card,,3,2773.57,138.68,2634.89,2220,414.89,Success
TXN000417,2026-07-23,20260723,M046,CUST0014,P026,C021,PAY005,Cash,,1,1719.54,137.56,1581.98,1420,161.98,Success
TXN000418,2026-04-20,20260420,M100,CUST0466,P042,C025,PAY001,UPI,P2M,1,641.85,0.0,641.85,510,131.85,Failed
TXN000419,2026-06-29,20260629,M069,CUST0223,P002,C019,PAY001,UPI,P2M,2,46237.86,3699.03,42538.83,35320,7218.83,Success
TXN000420,2026-04-06,20260406,M020,CUST0397,P014,C020,PAY003,Credit Card,,2,8740.47,699.24,8041.23,7000,1041.23,Success
TXN000421,2026-07-26,20260726,M059,CUST0382,P034,C009,PAY001,UPI,P2M,4,1921.63,96.08,1825.55,1480,345.55,Success
TXN000422,2026-06-02,20260602,M068,CUST0424,P039,C018,PAY001,UPI,P2M,1,623.95,31.2,592.75,460,132.75,Success
TXN000423,2026-06-09,20260609,M008,CUST0475,P031,C008,PAY001,UPI,P2M,1,507.48,0.0,507.48,410,97.48,Success
TXN000424,2026-04-12,20260412,M078,CUST0046,P021,C003,PAY003,Credit Card,,2,21736.58,434.73,21301.85,18200,3101.85,Success
TXN000425,2026-07-06,20260706,M007,CUST0085,P035,C007,PAY001,UPI,P2M,4,1553.36,31.07,1522.29,1000,522.29,Success
TXN000426,2026-09-30,20260930,M025,CUST0019,P022,C025,PAY001,UPI,P2M,1,942.33,18.85,923.49,740,183.49,Success
TXN000427,2026-06-04,20260604,M021,CUST0204,P008,C021,PAY004,Debit Card,,1,18155.7,2178.68,15977.01,13520,2457.01,Success
TXN000428,2026-05-28,20260528,M099,CUST0181,P031,C024,PAY003,Credit Card,,1,488.92,0.0,488.92,410,78.92,Failed
TXN000429,2026-04-28,20260428,M090,CUST0271,P047,C015,PAY003,Credit Card,,2,1759.52,87.98,1671.55,1500,171.55,Success
TXN000430,2026-06-15,20260615,M001,CUST0307,P012,C001,PAY001,UPI,P2M,1,1938.25,96.91,1841.33,1600,241.33,Success
TXN000431,2026-08-16,20260816,M012,CUST0429,P030,C012,PAY005,Cash,,2,7525.03,0.0,7525.03,6540,985.03,Success
TXN000432,2026-04-18,20260418,M054,CUST0182,P019,C004,PAY005,Cash,,3,47487.13,3798.97,43688.16,36060,7628.16,Success
TXN000433,2026-08-22,20260822,M036,CUST0002,P047,C011,PAY001,UPI,P2M,1,829.68,41.48,788.2,750,38.2,Success
TXN000434,2026-05-07,20260507,M080,CUST0336,P021,C005,PAY001,UPI,P2M,2,22341.47,1787.32,20554.15,18200,2354.15,Success
TXN000435,2026-08-13,20260813,M083,CUST0143,P011,C008,PAY004,Debit Card,,1,3814.63,305.17,3509.46,2510,999.46,Success
TXN000436,2026-05-18,20260518,M022,CUST0442,P026,C022,PAY001,UPI, P2M ,1,1618.5,32.37,1586.13,1420,166.13,Success
TXN000437,2026-06-05,20260605,M046,CUST0360,P044,C021,PAY003,Credit Card,,2,3209.84,0.0,3209.84,2240,969.84,Success
TXN000438,2026-05-13,20260513,M068,CUST0211,P048,C018,PAY003,Credit Card,,3,2673.27,0.0,2673.27,2370,303.27,Success
TXN000439,2026-06-21,20260621,M022,CUST0062,P025,C022,PAY001,UPI,P2M,1,4523.4,90.47,4432.94,2780,1652.94,Success
TXN000440,2026-06-07,20260607,M006,CUST0059,P045,C006,PAY003,Credit Card,,1,626.09,0.0,626.09,460,166.09,Failed
TXN000441,2026-06-07,20260607,M046,CUST0028,P041,C021,PAY003,Credit Card,,1,2055.65,102.78,1952.86,1260,692.86,Success
TXN000442,2026-04-29,20260429,M091,CUST0404,P017,C016,PAY005,Cash,,1,25219.0,0.0,25219.0,18170,7049.0,Success
TXN000443,2026-08-14,20260814,M026,CUST0140,P047,C001,PAY001,UPI,P2M,1,905.69,18.11,887.58,750,137.58,Success
TXN000444,2026-07-11,20260711,M071,CUST0060,P030,C021,PAY001,UPI,P2M,3,12469.53,1496.34,10973.19,9810,1163.19,Success
TXN000445,2026-06-21,20260621,M082,CUST0093,P029,C007,PAY001,UPI,P2M,2,4675.12,233.76,4441.36,3520,921.36,Success
TXN000446,2026-05-28,20260528,M034,CUST0317,P031,C009,PAY005,Cash,,1,498.78,59.85,438.93,410,28.93,Success
TXN000447,2026-08-31,20260831,M084,CUST0449,P024,C009,PAY001, UPI ,P2M,1,3801.02,0.0,3801.02,2390,1411.02,Success
TXN000448,2026-08-16,20260816,M002,CUST0037,P015,C002,PAY005,Cash,,1,6031.24,0.0,6031.24,4420,1611.24,Failed
TXN000449,2026-05-01,20260501,M095,CUST0434,P037,C020,PAY002,UPI,P2P,1,1325.55,0.0,1325.55,760,565.55,Success
TXN000450,2026-09-18,20260918,M024,CUST0445,P048,C024,PAY001,UPI,P2M,1,927.08,46.35,880.73,790,90.73,Success
TXN000451,2026-07-15,20260715,M016,CUST0166,P026,C016,PAY003,Credit Card,,1,1766.16,211.94,1554.22,1420,134.22,Failed
TXN000452,2026-04-18,20260418,M074,CUST0489,P003,C024,PAY001,UPI,P2M,1,25656.1,3078.73,22577.37,18150,4427.37,Success
TXN000453,2026-04-18,20260418,M078,CUST0454,P045,C003,PAY001,UPI,P2M,1,639.49,0.0,639.49,460,179.49,Success
TXN000454,2026-09-06,20260906,M097,CUST0172,P006,C022,PAY002,UPI,P2P,1,36456.78,729.14,35727.65,30690,5037.65,Success
TXN000455,2026-04-18,20260418,M097,CUST0196,P030,C022,PAY001,UPI,P2M,1,3698.09,73.96,3624.13,3270,354.13,Success
TXN000456,2026-05-09,20260509,M056,CUST0081,P027,C006,PAY003,Credit Card,,1,4021.31,0.0,4021.31,3040,981.31,Success
TXN000457,2026-06-09,20260609,M003,CUST0331,P040,C003,PAY001,UPI,P2M,1,1371.95,68.6,1303.35,960,343.35,Success
TXN000458,2026-04-13,20260413,M008,CUST0229,P035,C008,PAY001,UPI,P2M,1,359.84,17.99,341.85,250,91.85,Success
TXN000459,2026-04-20,20260420,M048,CUST0367,P021,C023,PAY001,UPI,P2M,1,11153.47,557.67,10595.79,9100,1495.79,Success
TXN000460,2026-05-01,20260501,M031,CUST0217,P037,C006,PAY005,Cash,,3,3652.77,73.06,3579.71,2280,1299.71,Success
TXN000461,2026-07-25,20260725,M014,CUST0478,P047,C014,PAY001,UPI,P2M,2,1817.59,36.35,1781.24,1500,281.24,Success
TXN000462,2026-08-25,20260825,M054,CUST0318,P004,C004,PAY001,UPI,P2M,2,70380.93,0.0,70380.93,60000,10380.93,Success
TXN000463,2026-04-07,20260407,M069,CUST0260,P042,C019,PAY001,UPI,P2M,4,2473.53,296.82,2176.71,2040,136.71,Success
TXN000464,2026-08-02,20260802,M022,CUST0110,P030,C022,PAY004,Debit Card,,1,4083.45,0.0,4083.45,3270,813.45,Success
TXN000465,2026-08-04,20260804,M100,CUST0054,P007,C025,PAY001,UPI,P2M,3,106814.56,0.0,106814.56,88440,18374.56,Success
TXN000466,2026-04-10,20260410,M045,CUST0111,P015,C020,PAY001,UPI,P2M,1,5625.57,281.28,5344.3,4420,924.3,Success
TXN000467,2026-06-18,20260618,M005,CUST0260,P008,C005,PAY005,Cash,,1,19483.85,389.68,19094.18,13520,5574.18,Success
TXN000468,2026-08-04,20260804,M070,CUST0360,P026,C020,PAY003,Credit Card,,1,1693.75,84.69,1609.07,1420,189.07,Success
TXN000469,2026-05-26,20260526,M031,CUST0261,P011,C006,PAY001,UPI,P2M,1,4010.24,0.0,4010.24,2510,1500.24,Success
TXN000470,2026-09-14,20260914,M061,CUST0133,P019,C011,PAY001,UPI,P2M,1,15744.34,0.0,15744.34,12020,3724.34,Success
TXN000471,2026-04-30,20260430,M020,CUST0131,P044,C020,PAY004,Debit Card,,2,3296.68,65.93,3230.74,2240,990.74,Success
TXN000472,2026-08-19,20260819,M059,CUST0228,P039,C009,PAY001,UPI,P2M,2,1171.56,93.72,1077.83,920,157.83,Success
TXN000473,2026-06-05,20260605,M080,CUST0356,P045,C005,PAY003,Credit Card,,1,647.89,0.0,647.89,460,187.89,Success
TXN000474,2026-09-30,20260930,M011,CUST0144,P004,C011,PAY001,UPI,P2M,1,38109.37,0.0,38109.37,30000,8109.37,Success
TXN000475,2026-07-10,20260710,M022,CUST0322,P026,C022,PAY003,Credit Card,,1,1613.78,0.0,1613.78,1420,193.78,Success
TXN000476,2026-08-28,20260828,M052,CUST0423,P043,C002,PAY001,UPI,P2M,4,3375.11,0.0,3375.11,2240,1135.11,Success
TXN000477,2026-07-24,20260724,M044,CUST0436,P034,C019,PAY004,Debit Card,,1,453.1,0.0,453.1,370,83.1,Success
TXN000478,2026-09-08,20260908,M088,CUST0221,P042,C013,PAY005,Cash,,1,609.62,0.0,609.62,510,99.62,Success
TXN000479,2026-06-15,20260615,M087,CUST0036,P023,C012,PAY001,UPI,P2M,2,7366.19,0.0,7366.19,5320,2046.19,Success
TXN000480,2026-04-22,20260422,M088,CUST0275,P012,C013,PAY004,Debit Card,,1,1874.11,93.71,1780.4,1600,180.4,Success
TXN000481,2026-08-20,20260820,M084,CUST0006,P038,C009,PAY004,Debit Card,,1,1150.22,92.02,1058.21,810,248.21,Success
TXN000482,2026-07-10,20260710,M043,CUST0345,P014,C018,PAY004,Debit Card,,2,9013.8,450.69,8563.11,7000,1563.11,Success
TXN000483,2026-06-20,20260620,M075,CUST0027,P014,C025,PAY001, UPI ,P2M,1,4162.34,208.12,3954.22,3500,454.22,Success
TXN000484,2026-04-14,20260414,M097,CUST0104,P027,C022,PAY003,Credit Card,,1,3824.85,191.24,3633.61,3040,593.61,Success
TXN000485,2026-08-19,20260819,M083,CUST0366,P008,C008,PAY003,Credit Card,,1,19269.76,0.0,19269.76,13520,5749.76,Success
TXN000486,2026-07-05,20260705,M059,CUST0168,P006,C009,PAY003,Credit Card,,2,73544.6,0.0,73544.6,61380,12164.6,Success
TXN000487,2026-05-28,20260528,M053,CUST0014,P017,C003,PAY003,Credit Card,,1,23999.06,0.0,23999.06,18170,5829.06,Success
TXN000488,2026-05-09,20260509,M015,CUST0197,P003,C015,PAY001,UPI,P2M,2,45896.88,3671.75,42225.13,36300,5925.13,Success
TXN000489,2026-09-29,20260929,M064,CUST0100,P044,C014,PAY001,UPI,P2M,1,1610.02,0.0,1610.02,1120,490.02,Success
TXN000490,2026-08-12,20260812,M008,CUST0466,P001,C008,PAY003,Credit Card,,3,48442.88,2422.14,46020.74,41220,4800.74,Success
TXN000491,2026-08-10,20260810,M100,CUST0359,P002,C025,PAY001,UPI,P2M,1,22987.81,0.0,22987.81,17660,5327.81,Success
TXN000492,2026-04-24,20260424,M093,CUST0222,P019,C018,PAY003,Credit Card,,3,47619.36,2380.97,45238.39,36060,9178.39,Success
TXN000493,2026-09-24,20260924,M044,CUST0226,P046,C019,PAY001,UPI,P2M,1,493.05,9.86,483.19,290,193.19,Success
TXN000494,2026-05-29,20260529,M058,CUST0408,P043,C008,PAY001,UPI,P2M,1,914.08,73.13,840.96,560,280.96,Success
TXN000495,2026-09-24,20260924,M082,CUST0435,P038,C007,PAY001,UPI,P2M,1,1145.61,0.0,1145.61,810,335.61,Success
TXN000496,2026-05-24,20260524,M042,CUST0158,P050,C017,PAY001,UPI,P2M,2,142943.0,0.0,142943.0,115340,27603.0,Success
TXN000497,2026-09-15,20260915,M045,CUST0085,P027,C020,PAY001,UPI,P2M,4,16064.88,0.0,16064.88,12160,3904.88,Success
TXN000498,2026-04-12,20260412,M097,CUST0323,P011,C022,PAY001,UPI,P2M,1,3778.18,0.0,3778.18,2510,1268.18,Success
TXN000499,2026-05-15,20260515,M016,CUST0443,P005,C016,PAY001,UPI,P2M,1,50244.34,4019.55,46224.79,33600,12624.79,Success
TXN000500,2026-05-15,20260515,M073,CUST0291,P026,C023,PAY001,UPI,P2M,2,3448.8,68.98,3379.83,2840,539.83,Success
TXN000501,2026-08-01,20260801,M010,CUST0244,P024,C010,PAY004,Debit Card,,1,3396.49,67.93,3328.56,2390,938.56,Success
TXN000502,2026-05-12,20260512,M078,CUST0438,P025,C003,PAY001,UPI,P2M,1,4648.23,232.41,4415.82,2780,1635.82,Success
TXN000503,2026-09-05,20260905,M057,CUST0050,P027,C007,PAY001,UPI,P2M,1,3853.17,0.0,3853.17,3040,813.17,Success
TXN000504,2026-04-11,20260411,M077,CUST0468,P024,C002,PAY001,UPI,P2M,2,7006.9,0.0,7006.9,4780,2226.9,Success
TXN000505,2026-04-20,20260420,M021,CUST0234,P046,C021,PAY001,UPI,P2M,1,453.48,0.0,453.48,290,163.48,Success
TXN000506,2026-09-29,20260929,M013,CUST0460,P010,C013,PAY001,UPI,P2M,2,9224.67,0.0,9224.67,6540,2684.67,Success
TXN000507,2026-06-16,20260616,M093,CUST0278,P048,C018,PAY005,Cash,,1,901.32,0.0,901.32,790,111.32,Success
TXN000508,2026-08-19,20260819,M079,CUST0102,P013,C004,PAY001,UPI,P2M,1,2955.82,147.79,2808.03,1770,1038.03,Success
TXN000509,2026-07-10,20260710,M040,CUST0310,P020,C015,PAY001,UPI,P2M,2,42105.11,842.1,41263.01,30480,10783.01,Success
TXN000510,2026-05-05,20260505,M024,CUST0222,P030,C024,PAY001,UPI,P2M,2,8257.07,0.0,8257.07,6540,1717.07,Success
TXN000511,2026-09-01,20260901,M024,CUST0349,P004,C024,PAY001,UPI,P2M,1,36849.33,4421.92,32427.41,30000,2427.41,Success
TXN000512,2026-07-12,20260712,M035,CUST0458,P020,C010,PAY003,Credit Card,,2,41003.35,2050.17,38953.18,30480,8473.18,Success
TXN000513,2026-04-15,20260415,M004,CUST0097,P050,C004,PAY004,Debit Card,,1,71626.96,0.0,71626.96,57670,13956.96,Success
TXN000514,2026-06-23,20260623,M089,CUST0267,P015,C014,PAY001,UPI,P2M,4,21647.83,432.96,21214.88,17680,3534.88,Success
TXN000515,2026-07-22,20260722,M096,CUST0044,P005,C021,PAY003,Credit Card,,2,93628.37,0.0,93628.37,67200,26428.37,Success
TXN000516,2026-09-01,20260901,M030,CUST0346,P022,C005,PAY001,UPI, P2M ,1,978.03,78.24,899.78,740,159.78,Success
TXN000517,2026-08-19,20260819,M069,CUST0141,P002,C019,PAY005,Cash,,1,22883.59,2746.03,20137.56,17660,2477.56,Success
TXN000518,2026-09-15,20260915,M091,CUST0221,P003,C016,PAY001,UPI,P2M,1,25834.26,3100.11,22734.15,18150,4584.15,Success
TXN000519,2026-04-05,20260405,M008,CUST0160,P012,C008,PAY001,UPI,P2M,1,2037.18,244.46,1792.72,1600,192.72,Success
TXN000520,2026-05-30,20260530,M036,CUST0497,P040,C011,PAY001,UPI,P2M,1,1409.61,70.48,1339.13,960,379.13,Success
TXN000521,2026-04-25,20260425,M048,CUST0355,P044,C023,PAY001,UPI,P2M,1,1600.74,80.04,1520.7,1120,400.7,Success
TXN000522,2026-08-15,20260815,M032,CUST0362,P042,C007,PAY001,UPI,P2M,1,643.56,0.0,643.56,510,133.56,Success
TXN000523,2026-08-22,20260822,M091,CUST0475,P005,C016,PAY001,UPI,P2M,1,49791.43,0.0,49791.43,33600,16191.43,Success
TXN000524,2026-04-06,20260406,M076,CUST0452,P046,C001,PAY004,Debit Card,,1,494.12,24.71,469.41,290,179.41,Success
TXN000525,2026-07-30,20260730,M016,CUST0008,P035,C016,PAY004,Debit Card,,1,363.88,29.11,334.77,250,84.77,Success
TXN000526,2026-04-08,20260408,M047,CUST0375,P037,C022,PAY004,Debit Card,,1,1307.88,65.39,1242.49,760,482.49,Success
TXN000527,2026-04-19,20260419,M010,CUST0433,P008,C010,PAY001, UPI ,P2M,1,18198.83,909.94,17288.89,13520,3768.89,Success
TXN000528,2026-04-06,20260406,M084,CUST0341,P019,C009,PAY001,UPI,P2M,4,61203.07,0.0,61203.07,48080,13123.07,Success
TXN000529,2026-04-18,20260418,M063,CUST0405,P019,C013,PAY001,UPI,P2M,1,15534.4,0.0,15534.4,12020,3514.4,Success
TXN000530,2026-04-18,20260418,M056,CUST0223,P016,C006,PAY001,UPI,P2M,3,94434.59,0.0,94434.59,80910,13524.59,Success
TXN000531,2026-07-10,20260710,M001,CUST0419,P018,C001,PAY003,Credit Card,,1,10963.62,1315.63,9647.99,7660,1987.99,Success
TXN000532,2026-06-16,20260616,M091,CUST0390,P034,C016,PAY003,Credit Card,,1,454.17,0.0,454.17,370,84.17,Success
TXN000533,2026-06-17,20260617,M068,CUST0185,P015,C018,PAY003,Credit Card,,1,5660.96,113.22,5547.74,4420,1127.74,Success
TXN000534,2026-07-10,20260710,M048,CUST0419,P026,C023,PAY003,Credit Card,,4,6548.7,0.0,6548.7,5680,868.7,Success
TXN000535,2026-05-30,20260530,M043,CUST0315,P014,C018,PAY004,Debit Card,,1,4100.35,328.03,3772.33,3500,272.33,Success
TXN000536,2026-06-12,20260612,M071,CUST0456,P043,C021,PAY001,UPI,P2M,2,1695.13,0.0,1695.13,1120,575.13,Success
TXN000537,2026-04-06,20260406,M059,CUST0419,P019,C009,PAY004,Debit Card,,2,32080.77,641.62,31439.15,24040,7399.15,Success
TXN000538,2026-06-25,20260625,M038,CUST0240,P001,C013,PAY005,Cash,,1,16041.88,0.0,16041.88,13740,2301.88,Success
TXN000539,2026-09-08,20260908,M070,CUST0392,P017,C020,PAY001,UPI,P2M,2,47401.27,0.0,47401.27,36340,11061.27,Success
TXN000540,2026-07-23,20260723,M025,CUST0307,P017,C025,PAY002,UPI,P2P,4,100861.33,0.0,100861.33,72680,28181.33,Success
TXN000541,2026-05-10,20260510,M005,CUST0265,P035,C005,PAY004,Debit Card,,1,369.96,0.0,369.96,250,119.96,Success
TXN000542,2026-04-20,20260420,M061,CUST0365,P001,C011,PAY001,UPI,P2M,2,32876.53,0.0,32876.53,27480,5396.53,Success
TXN000543,2026-04-15,20260415,M086,CUST0091,P010,C011,PAY001,UPI,P2M,1,4493.76,224.69,4269.08,3270,999.08,Success
TXN000544,2026-08-10,20260810,M034,CUST0266,P010,C009,PAY001,UPI,P2M,1,4746.53,94.93,4651.6,3270,1381.6,Success
TXN000545,2026-07-02,20260702,M092,CUST0441,P020,C017,PAY001,UPI,P2M,1,19863.75,397.27,19466.47,15240,4226.47,Success
TXN000546,2026-09-01,20260901,M083,CUST0046,P029,C008,PAY003,Credit Card,,1,2311.53,0.0,2311.53,1760,551.53,Success
TXN000547,2026-08-23,20260823,M079,CUST0009,P039,C004,PAY001,UPI,P2M,1,580.97,0.0,580.97,460,120.97,Success
TXN000548,2026-08-29,20260829,M095,CUST0408,P016,C020,PAY001,UPI,P2M,3,94961.92,0.0,94961.92,80910,14051.92,Success
TXN000549,2026-07-07,20260707,M010,CUST0300,P007,C010,PAY001,UPI,P2M,1,36171.78,723.44,35448.35,29480,5968.35,Success
TXN000550,2026-09-11,20260911,M044,CUST0449,P021,C019,PAY004,Debit Card,,2,22029.4,0.0,22029.4,18200,3829.4,Success
TXN000551,2026-05-02,20260502,M049,CUST0115,P004,C024,PAY001,UPI,P2M,1,37926.76,0.0,37926.76,30000,7926.76,Success
TXN000552,2026-05-29,20260529,M034,CUST0141,P050,C009,PAY004,Debit Card,,1,67859.04,3392.95,64466.09,57670,6796.09,Success
TXN000553,2026-07-02,20260702,M089,CUST0230,P048,C014,PAY005,Cash,,1,910.72,18.21,892.51,790,102.51,Success
TXN000554,2026-07-01,20260701,M005,CUST0280,P019,C005,PAY001,UPI,P2M,1,14935.38,0.0,14935.38,12020,2915.38,Success
TXN000555,2026-09-06,20260906,M030,CUST0459,P014,C005,PAY001,UPI,P2M,1,4172.26,0.0,4172.26,3500,672.26,Success
TXN000556,2026-07-22,20260722,M024,CUST0401,P007,C024,PAY001,UPI,P2M,1,36227.31,1811.37,34415.95,29480,4935.95,Success
TXN000557,2026-06-27,20260627,M016,CUST0330,P019,C016,PAY001,UPI,P2M,3,44614.21,2230.71,42383.5,36060,6323.5,Success
TXN000558,2026-06-03,20260603,M030,CUST0150,P029,C005,PAY004,Debit Card,,1,2343.07,0.0,2343.07,1760,583.07,Success
TXN000559,2026-04-15,20260415,M096,CUST0162,P033,C021,PAY001,UPI,P2M,1,173.56,3.47,170.09,150,20.09,Success
TXN000560,2026-06-15,20260615,M086,CUST0044,P010,C011,PAY001,UPI,P2M,1,4762.14,380.97,4381.17,3270,1111.17,Success
TXN000561,2026-07-23,20260723,M012,CUST0466,P022,C012,PAY001,UPI,P2M,1,917.06,45.85,871.21,740,131.21,Success
TXN000562,2026-09-07,20260907,M037,CUST0213,P042,C012,PAY004,Debit Card,,1,621.55,0.0,621.55,510,111.55,Success
TXN000563,2026-09-18,20260918,M026,CUST0481,P013,C001,PAY003,Credit Card,,1,2952.39,0.0,2952.39,1770,1182.39,Success
TXN000564,2026-05-20,20260520,M092,CUST0357,P016,C017,PAY004,Debit Card,,3,101445.29,2028.91,99416.38,80910,18506.38,Success
TXN000565,2026-09-28,20260928,M083,CUST0054,P001,C008,PAY004,Debit Card,,2,34132.2,2730.58,31401.62,27480,3921.62,Success
TXN000566,2026-04-19,20260419,M062,CUST0296,P013,C012,PAY005,Cash,,2,5515.08,275.75,5239.32,3540,1699.32,Success
TXN000567,2026-05-17,20260517,M024,CUST0294,P048,C024,PAY001,UPI,P2M,2,1884.2,0.0,1884.2,1580,304.2,Success
TXN000568,2026-05-11,20260511,M083,CUST0042,P033,C008,PAY005,Cash,,2,338.06,16.9,321.16,300,21.16,Success
TXN000569,2026-08-01,20260801,M028,CUST0019,P020,C003,PAY004,Debit Card,,2,39728.99,0.0,39728.99,30480,9248.99,Failed
TXN000570,2026-09-26,20260926,M053,CUST0353,P044,C003,PAY003,Credit Card,,1,1607.19,32.14,1575.04,1120,455.04,Success
TXN000571,2026-05-26,20260526,M031,CUST0264,P045,C006,PAY001,UPI,P2M,1,643.84,12.88,630.96,460,170.96,Success
TXN000572,2026-05-05,20260505,M071,CUST0008,P046,C021,PAY001,UPI,P2M,2,972.9,48.65,924.26,580,344.26,Success
TXN000573,2026-07-09,20260709,M044,CUST0264,P012,C019,PAY001,UPI,P2M,2,4026.21,0.0,4026.21,3200,826.21,Success
TXN000574,2026-05-14,20260514,M072,CUST0018,P001,C022,PAY003,Credit Card,,2,33858.37,677.17,33181.2,27480,5701.2,Success
TXN000575,2026-05-12,20260512,M063,CUST0210,P005,C013,PAY004,Debit Card,,4,181376.97,3627.54,177749.43,134400,43349.43,Success
TXN000576,2026-07-26,20260726,M076,CUST0150,P048,C001,PAY001,UPI,P2M,1,890.88,17.82,873.06,790,83.06,Success
TXN000577,2026-09-23,20260923,M085,CUST0015,P022,C010,PAY004,Debit Card,,1,945.68,0.0,945.68,740,205.68,Success
TXN000578,2026-05-21,20260521,M006,CUST0487,P015,C006,PAY001,UPI,P2M,1,5361.88,0.0,5361.88,4420,941.88,Success
TXN000579,2026-04-29,20260429,M086,CUST0226,P034,C011,PAY004,Debit Card,,2,919.35,0.0,919.35,740,179.35,Success
TXN000580,2026-07-18,20260718,M053,CUST0368,P022,C003,PAY003,Credit Card,,2,1842.39,0.0,1842.39,1480,362.39,Success
TXN000581,2026-06-04,20260604,M011,CUST0205,P004,C011,PAY004,Debit Card,,3,107689.16,2153.78,105535.38,90000,15535.38,Success
TXN000582,2026-05-07,20260507,M070,CUST0187,P010,C020,PAY001,UPI,P2M,1,4643.01,232.15,4410.86,3270,1140.86,Success
TXN000583,2026-06-02,20260602,M041,CUST0167,P026,C016,PAY001,UPI,P2M,1,1739.62,139.17,1600.45,1420,180.45,Success
TXN000584,2026-05-08,20260508,M085,CUST0313,P042,C010,PAY004,Debit Card,,1,627.68,50.21,577.47,510,67.47,Success
TXN000585,2026-06-02,20260602,M035,CUST0280,P016,C010,PAY004,Debit Card,,2,66179.11,3308.96,62870.16,53940,8930.16,Success
TXN000586,2026-05-15,20260515,M095,CUST0206,P041,C020,PAY004,Debit Card,,3,6524.93,0.0,6524.93,3780,2744.93,Success
TXN000587,2026-08-11,20260811,M022,CUST0412,P028,C022,PAY001,UPI,P2P,1,793.42,63.47,729.95,540,189.95,Success
TXN000588,2026-05-18,20260518,M068,CUST0405,P004,C018,PAY001,UPI,P2M,1,34608.15,0.0,34608.15,30000,4608.15,Success
